web-scraper-order,web-scraper-start-url,link,link-href,info,info-href,loupan,dizhi,leixing,jibie,jiejian,wuyefei,kongtiaoleixing,ketishu,huotishu,cheweiyuezujin,dishangcheweishu,wangluotongxun,dixiacheweishu,wuyegongsi,louneipeitao,companies,security,floors,year,zongmianji,biaozhuncengmianji,biaozhuncenggao,Dixiachewei,jinggao,kaifashang,datangcenggao,shewai,kezhuce,kaijianmianji,waiqiang,rent
"1529414324-1542","https://sh.xzl.anjuke.com/loupan/p58/","中冶祥腾城市广场","/loupan/191057?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/191057","中冶祥腾城市广场","嘉定-南翔-真南路4368号","商业综合体","乙级","中冶祥腾城市广场位于政府重点打造的“南翔国际居住社区”和“上海市郊第一CBD南翔智地”的商业中心和交通枢纽的核心位置。距离该项目不远处就是轨道交通11号线的南翔站，从该站点到江苏路站预计只要25分钟；另外，由7条公交线路始发站组成的公交枢纽和规划中的R17号线南翔站，都在该项目步行5分钟范围以内。如果是开车的话，从沪嘉高速（A12）的南翔出入口开车到中环只要10分钟，出行非常方便。","1.75元/平米•月","分体空调","2部","1部","暂无","110个","暂无","40个","上海安亦物业管理有限公司","暂无","暂无","暂无","4层","2011年4月","180000m²","暂无","4.5米","40个","4米","上海中冶祥佳投资有限公司","8米","是","是","40m²、50m²、70m²、100m²、1000m²","花岗石","暂无数据"
"1529406393-108","https://sh.xzl.anjuke.com/loupan/p106/","金桥创科园","/loupan/11555?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11555","金桥创科园","浦东-浦东外环-桂桥路255号","写字楼","乙级","金桥创科园位于上海浦东金桥出口加工区内，南临桂桥路，西靠金滇路，园区的周围是跨国企业的生产基地和研发中心，如惠普、雀巢、可口可乐，三得利，西门子、日立等。金桥创科园由上海陆家嘴金融贸易区开发股份有限公司投资建造，园区占地面积20000平方米，总建筑面积约32500平方米，由5幢独立的研发楼组成。园区中央为大型开放式架空平台，集中设置休闲景观和服务设施。整个园区的设计体现了高科技研发机构的现代风格与","3.8元/平米•月","分体空调","2部","暂无","200元/月","50个","暂无","150个","暂无","暂无","暂无","暂无","4层","2009年8月","32500m²","1500m²","5米","150个","3.5米","上海陆家嘴集团","7.2米","是","是","暂无","玻璃幕墙","暂无数据"
"1529412857-1311","https://sh.xzl.anjuke.com/loupan/p66/","新漕河泾大厦","/loupan/10748?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10748","新漕河泾大厦","徐汇-漕河泾-漕宝路509号","写字楼","乙级","新漕河泾大厦地处漕河泾高新技术开发区,楼内及周边有诸多跨国企业, 交通便利,IP宽带光缆通讯系统,配套齐全,实行酒店式服务。","28元/平米•月","集中式中央空调","2部","1部","500元/月","20个","电信、联通、移动","暂无","漕河泾物业总公司","银行、ATM、餐饮、便利店","企业名称：上海迪深化工有限公司，所属行业：能源/原材料、企业名称：安德鲁电信器材（中国）有限公，所属行业：计算机/互联网/通信/电子、企业名称：赫盛光电（上海）有限公司，所属行业：房地产/建筑、企业名称：弘发建筑设计，所属行业：房地产/建筑、企业名称：东联国际，所属行业：贸易/消费/制造/营运","银行、ATM、餐饮、便利店","20层","1995年3月","21128m²","1300m²","2.8米","暂无","2.7米","漕河泾新兴技术有限公司","4.5米","是","是","暂无","暂无","4.06元/m²•天"
"1529408616-576","https://sh.xzl.anjuke.com/loupan/p91/","骏腾商务中心","/loupan/153774?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/153774","骏腾商务中心","长宁-中山公园-定西路655乙","写字楼","乙级","暂无数据","10元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","4层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","否","是","暂无","暂无","暂无数据"
"1529415223-1693","https://sh.xzl.anjuke.com/loupan/p53/","松江九亭镇高科园区","/loupan/154760?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/154760","松江九亭镇高科园区","松江-九亭-九泾路1328号","创意园区","乙级","上海松江高科技园区,经松江区人民政府和上海市科委批准于2000年7月6日在松江区九亭镇设立。本园区占地面积5500亩，约3.7平方公里，园区内外的交通十分便利。内有32米和24米的一纵二横主干道，还有分干道遍布整个园区；外围南侧有市级沪松公路（松江到市区），北有延安高架延伸段及318国道，东有规划中的嘉金高速公路（嘉定到金山）；再扩大范围，有一条沪杭高速和一条沪宁高速包围本园区。","2元/平米•月","半集中式中央空调","2部","1部","350元/月","60个","电信、联通、长城、铁通、移动、有线通","100个","暂无","ATM、餐饮、便利店、干洗店、商务中心、会议室","暂无","ATM、餐饮、便利店、干洗店、商务中心、会议室","18层","2010年12月","41659m²","3350m²","4米","100个","3米","峰华开发集团有限公司","5.5米","是","是","300m²","大理石","2.54元/m²•天"
"1529415282-1703","https://sh.xzl.anjuke.com/loupan/p53/","礼和洋行大楼","/loupan/399899?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/399899","礼和洋行大楼","黄浦-人民广场-江西中路255号","综合写字楼","甲级","暂无数据","23元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海中达广场物业管理有限公司","暂无","暂无","暂无","4层","1898年4月","暂无","暂无","暂无","暂无","暂无","汉堡轮船公司","暂无","是","是","暂无","暂无","5.07元/m²•天"
"1529408730-596","https://sh.xzl.anjuke.com/loupan/p90/","26映像创意工坊","/loupan/223636?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/223636","26映像创意工坊","虹口-临平路-欧阳路196号26号楼","创意园区","甲级","暂无数据","7元/平米•月","暂无","3部","1部","800元/月","60个","电信、联通、长城","163个","上海瑞永投资咨询有限公司","食堂、银行、ATM","暂无","食堂、银行、ATM","4层","2012年8月","暂无","1685m²","6米","163个","6.5米","上海欧兰文化传播有限公司","6.5米","是","是","100-200-500m²","玻璃幕墙","暂无数据"
"1529411671-1106","https://sh.xzl.anjuke.com/loupan/p73/","柴格车联网创天地","/loupan/401114?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/401114","柴格车联网创天地","浦东-浦东外环-康桥路888号","写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","3层","2017年04月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529407973-445","https://sh.xzl.anjuke.com/loupan/p95/","天虹国际大厦","/loupan/344028?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/344028","天虹国际大厦","虹口-凉城-水电路686号","写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","19层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529411299-1049","https://sh.xzl.anjuke.com/loupan/p75/","张江.华鑫慧天地","/loupan/398777?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/398777","张江.华鑫慧天地","浦东-张江-浦东丹桂路999号","写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529420932-2657","https://sh.xzl.anjuke.com/loupan/p21/","融汇958创意园","/loupan/383497?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/383497","融汇958创意园","浦东-陆家嘴-灵山路958号","写字楼","甲级","暂无数据","9元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","4.31元/m²•天"
"1529420023-2464","https://sh.xzl.anjuke.com/loupan/p28/","金博尚品","/loupan/100579?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/100579","金博尚品","浦东-世纪公园-张杨路1518、1528号","综合写字楼","甲级","陆家嘴金博尚品离陆家嘴中心商圈八百伴仅1.5公里左右，整个陆家嘴区域办公氛围成熟，商业配套完善，交通便捷。","25元/平米•月","集中式中央空调","3部","1部","1000元/月","暂无","电信、联通、长城、铁通、移动、卫通、有线通","30个","上海东莲物业管理有限公司","银行、ATM、餐饮、便利店、干洗店、商务中心、会议室","企业名称：上海市维乐医疗设备有限公司，所属行业：政府/非赢利机构/其他","银行、ATM、餐饮、便利店、干洗店、商务中心、会议室","12层","2007年6月","8372.06m²","350m²","4.5米","30个","2.9米","上海东金博置业有限公司","5.5米","否","是","87m²","涂料","4.06元/m²•天"
"1529421327-2745","https://sh.xzl.anjuke.com/loupan/p18/","徐汇晶典大厦","/loupan/10238?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10238","徐汇晶典大厦","徐汇-万体馆-中山西路2281号","写字楼","乙级","徐汇晶典大厦位于上海市繁华地段，是现代化写字楼，该大厦地理位置优越，交通非常便利，租金合理，配套设施齐全，装修现代，是企业领袖精明睿智之选择，大厦配有专业的物业管理，可为企业提供一流的商务服务。房型得房率高，布局合理，灵活分割可满足各企业人性化的设计追求，是上海地区少有的，性价比极高的写字楼。欢迎国内外各大，中，小型企业入驻，并为您提供最优质的服务。","7.5元/平米•月","分体空调","2部","1部","500元/月","60个","电信、联通、长城、铁通、移动、有线通","150个","上海巾帼园物业管理有限公司","便利店","企业名称：美凯友迪自动化工程，所属行业：贸易/消费/制造/营运、企业名称：五金工具，所属行业：贸易/消费/制造/营运、企业名称：中妇旅国际旅行社，所属行业：专业服务/教育/培训、企业名称：安信建设工程造价咨询，所属行业：房地产/建筑、企业名称：妇女干部学校，所属行业：专业服务/教育/培训","便利店","23层","2005年1月","18000m²","640m²","3米","150个","2.7米","上海荣联房地产有限公司","3.5米","否","是","160m²","涂料","3.55元/m²•天"
"1529419530-2408","https://sh.xzl.anjuke.com/loupan/p30/","柳林大厦","/loupan/10526?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10526","柳林大厦","黄浦-淮海路-淮海中路1号","写字楼","甲级","位于淮海中路1号的柳林大厦，是为淮海路之龙头。座落于淮海中路，毗邻南京东路、人民广场，四周著名百货公司、商贸大厦林立，人流熙攘。步行即达地铁站，并设公交车站，交通便利。位置得天独厚，真正的黄金地段。柳林大厦是一幢综合性的甲级智能大厦。","25元/平米•月","暂无","5部","2部","1200元/月","暂无","电信、联通、长城、铁通、移动、卫通、有线通","65个","上海金雁物业管理有限公司","银行、ATM、餐饮","企业名称：赛勃网络信息，所属行业：计算机/互联网/通信/电子、企业名称：上海金雁物业管理有限公司，所属行业：房地产/建筑、企业名称：香港戴安公司上海代表处，所属行业：贸易/消费/制造/营运、企业名称：上海长发丰源日化用品有限公司，所属行业：贸易/消费/制造/营运、企业名称：北京领语堂教育科技发展，所属行业：专业服务/教育/培训","银行、ATM、餐饮","33层","暂无","40590m²","1030m²","3.8米","65个","2.5米","上海市工商管理局卢湾分局","6米","是","是","170m²、405m²、580m²","玻璃幕墙","5.98元/m²•天"
"1529417142-1971","https://sh.xzl.anjuke.com/loupan/p44/","华联创意广场","/loupan/10032?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10032","华联创意广场","长宁-中山公园-江苏北路125号","写字楼","乙级","“华联创意广场”位于江苏北路125号，原为“海鸥酿造五厂”厂址，此广场由上海联冠置业发展有限公司改建成为集商业、办公为一体的综合性办公楼。项目总占地面积6676平方米；建筑面积约10，000平方米，为适应不同的商办需要，设计有60-500平方米不等的办公环境，办公室内层高最高可挑高5米,可以根据企业特点及需求自行分层，进行个性化办公。　　打造目标：位于中山公园商业圈辐射点的“华联创意广场”，以其特","15元/平米•月","分体空调","2部","1部","500元/月","30个","电信","80个","上海联冠置业有限公司","食堂","企业名称：顺治投资，所属行业：会计/金融/银行/保险、企业名称：海柏贸易，所属行业：贸易/消费/制造/营运、企业名称：吉娜广告，所属行业：广告/媒体、企业名称：光线电视传媒，所属行业：广告/媒体、企业名称：邦辰会展服务，所属行业：专业服务/教育/培训","食堂","12层","2006年9月","10000m²","234m²","3.3米","80个","2.7米","上海联冠置业发展有限公司","4.5米","否","是","100m²","涂料","3.57元/m²•天"
"1529408038-459","https://sh.xzl.anjuke.com/loupan/p94/","中环soho未来","/loupan/382983?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/382983","中环soho未来","宝山-淞南高境-宝山区淞南板块逸仙路3438号","商业综合体","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529417181-1978","https://sh.xzl.anjuke.com/loupan/p44/","新曹杨科技大厦","/loupan/341879?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/341879","新曹杨科技大厦","普陀-长风商务区-怒江北路399号","写字楼","甲级","暂无数据","10元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","19层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","3.38元/m²•天"
"1529417336-2001","https://sh.xzl.anjuke.com/loupan/p43/","上海时尚产业园","/loupan/158595?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/158595","上海时尚产业园","长宁-天山-上海 长宁天山路1718号","创意园区","乙级","以服饰、时尚设计为主导理念的上海时尚产业园位于天山路遵义路，临近延安东路内环高架交汇点，交通便捷。西邻繁华的虹桥古北商圈，东临东华大学，商业气氛与文化氛围相互交融。7栋深灰色的楼宇错综排列，内街的设计师走廊绵延而深。园区以中国服装设计师协会和东华大学服装艺术学院的人文资源为依托，意图打造一个以服装产业为主题的都市型工业园区。","15元/平米•月","分体空调","1部","1部","500元/月","15个","电信、联通、移动","暂无","暂无","商务中心、会议室、会展中心","企业名称：中国服装设计师协会上海代表处，所属行业：政府/非赢利机构/其他、企业名称：亚洲时尚联合会中国委员会秘书处，所属行业：政府/非赢利机构/其他、企业名称：上海毛戈平形象设计艺术学校，所属行业：专业服务/教育/培训","商务中心、会议室、会展中心","3层","2004年12月","12000m²","暂无","3米","暂无","暂无","暂无","6米","否","是","100m²、250m²、500m²","面砖","3.95元/m²•天"
"1529423361-3162","https://sh.xzl.anjuke.com/loupan/p4/","胜康廖氏大厦","/loupan/10784?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10784","胜康廖氏大厦","浦东-八佰伴-商城路738号","写字楼","甲级","上海胜康廖氏大厦由香港著名建筑师事物所 ROCCO DESIGN 担任外型及内部装饰设计。 上海胜康廖氏大厦雄踞陆家嘴CBD的黄金地段，世纪大道景观第一排，地铁二号线（东昌路站）200米处。84.86-144.38平方米（建面）正版小户型纯办公楼，方正周全，亦可整层贯通，高实用率，高灵活性。","24元/平米•月","集中式中央空调","5部","1部","560元/月","170个","电信","180个","上海怡和高力物业服务有限公司","便利店","企业名称：清华紫光，所属行业：计算机/互联网/通信/电子、企业名称：美国胜镭集团有限公司(上海)，所属行业：贸易/消费/制造/营运、企业名称：中国东方惠科防伪有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海固达国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：宏尔特石化机电设备有限公司，所属行业：贸易/消费/制造/营运","便利店","26层","1995年5月","40000m²","241m²","2.48米","180个","2.4米","上海胜康廖氏集团","3.5米","是","是","84m²、120m²、144m²","暂无","4.36元/m²•天"
"1529423797-3252","https://sh.xzl.anjuke.com/loupan/p1/","江桥万达广场","/loupan/45469?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/45469","江桥万达广场","嘉定-江桥-华江路998号","商业综合体","甲级","万达商业地产股份有限公司是中国商业地产行业的龙头企业，万达广场是中国商业地产第一品牌。万达商业地产公司拥有全国唯一的商业规划研究院、全国性的商业地产建设团队、全国性的连锁商业管理公司，形成商业地产的完整产业链和企业的核心竞争优势。万达商业地产公司持有开业收租物业面积566万平方米，计划到2012年开业70个万达广场，持有收租物业面积1300万平方米，年租金收入70亿元，规模排名全球行业前列。","6元/平米•月","分体空调","2部","2部","500元/月","100个","电信、联通、长城、卫通","960个","上海江桥万达投资有限公司","银行、ATM、餐饮、食堂、商务中心","企业名称：金其商贸，所属行业：贸易/消费/制造/营运、企业名称：热舞舞蹈会所，所属行业：专业服务/教育/培训、企业名称：上海俱净建筑安装工程有限公司，所属行业：房地产/建筑、企业名称：台纬电子(上海)有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海泾硕机电设备有限公司，所属行业：贸易/消费/制造/营运","银行、ATM、餐饮、食堂、商务中心","10层","2011年1月","170000m²","1200m²","2.9米","960个","2.7米","上海嘉定万达投资有限公司","5.6米","否","是","360m²","涂料","1.96元/m²•天"
"1529416699-1921","https://sh.xzl.anjuke.com/loupan/p46/","生物大厦","/loupan/10309?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10309","生物大厦","长宁-延安西路-延安西路1326号","写字楼","乙级","生物大厦是现代化高级办公楼，上海生物大厦位于市区繁华地段，地理位置优越交通便利，生物大厦租金合理，设施齐全，装修现代，是企业领袖精明睿智之选择。生物大厦的物业管理周到，为商家提供一流的商务服务。上海生物大厦房型布局合理，灵活分割可满足各企业人性化的设计追求","17元/平米•月","集中式中央空调、半集中式中央空调","3部","1部","150元/月","52个","电信、联通、移动、卫通","45个","上海交大慧谷科技园区有限公司","便利店、会议室","企业名称：英孚教育(共和新路店)，所属行业：专业服务/教育/培训","便利店、会议室","24层","2006年10月","21000m²","1080m²","3.2米","45个","2.7米","上海交大慧谷科技园区有限公司","4米","是","是","1080m²","大理石","3.45元/m²•天"
"1529421642-2812","https://sh.xzl.anjuke.com/loupan/p16/","东方希望大厦","/loupan/10532?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10532","东方希望大厦","浦东-竹园商贸区-世纪大道1777号","写字楼","甲级","东方希望大厦位于上海陆家嘴金融贸易区——国内外众多驻沪办事机构云集处竹园CBD，是您理想的商务办公场所，大厦2007年6月交付使用。东方希望大厦地处源深路、世纪大道口，地铁二、四、六号线贯穿与此，紧邻浦东新区政府行政中心、东方艺术中心、上海科技馆，至上海浦东机场只需20分钟车程，让您时刻体味商务节奏","30元/平米•月","集中式中央空调","4部","1部","1250元/月","25个","电信、联通、长城、铁通、移动、卫通","120个","戴德联行","餐饮、便利店","企业名称：翔泰机电，所属行业：贸易/消费/制造/营运、企业名称：乔普贸易，所属行业：贸易/消费/制造/营运、企业名称：上海卡迪休闲用品有限公司，所属行业：贸易/消费/制造/营运、企业名称：百灵威化学技术有限公司，所属行业：能源/原材料、企业名称：美国泰克索尼有限公司，所属行业：贸易/消费/制造/营运","餐饮、便利店","12层","2007年6月","26000m²","1600m²","3.3米","120个","2.8米","上海东方希望房地产有限公司","8米","是","是","100m²、200m²、300m²","玻璃幕墙","6.29元/m²•天"
"1529421027-2679","https://sh.xzl.anjuke.com/loupan/p20/","美奂大厦","/loupan/384592?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/384592","美奂大厦","徐汇-衡山路-中山南二路107号","写字楼","甲级","暂无数据","27元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","4.17元/m²•天"
"1529419072-2342","https://sh.xzl.anjuke.com/loupan/p32/","富容大厦","/loupan/10992?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10992","富容大厦","静安-江宁路-江宁路838号(海防路口)","写字楼","乙级","长寿路顶级商圈，适合稳定租户经济型客户使用，租金便宜，有地铁7号线。此楼房以小面积居多。","1.9元/平米•月","分体空调","1部","1部","600元/月","30个","电信、移动、卫通","10个","暂无","银行、餐饮、便利店、食堂、商务中心、会议室、会展中心","企业名称：上海欧马旅行社有限公司，所属行业：专业服务/教育/培训、企业名称：雅舒内衣有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海圣懋控制设备有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海欣成物业管理有限公司，所属行业：专业服务/教育/培训","银行、餐饮、便利店、食堂、商务中心、会议室、会展中心","28层","1997年5月","暂无","暂无","3米","10个","3米","上海容达房地产开发公司","3米","否","是","32m²","面砖","4.56元/m²•天"
"1529419019-2331","https://sh.xzl.anjuke.com/loupan/p32/","渡口空间","/loupan/383196?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/383196","渡口空间","黄浦-老西门-陆家浜路18号","写字楼","甲级","暂无数据","15元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","7.1元/m²•天"
"1529421048-2684","https://sh.xzl.anjuke.com/loupan/p20/","汇智园满星空间","/loupan/404026?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/404026","汇智园满星空间","静安-大宁绿地-江场路1400号","商业综合体","甲级","暂无数据","20元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海星海时尚物业管理有限公司","暂无","暂无","暂无","8层","2017年10月","暂无","暂无","暂无","暂无","暂无","上海星满园企业管理有限公司","暂无","是","是","暂无","暂无","3.04元/m²•天"
"1529407381-326","https://sh.xzl.anjuke.com/loupan/p99/","地铁明珠","/loupan/153867?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/153867","地铁明珠","闵行-莘庄-莘建东路198弄","写字楼","乙级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","13层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529418168-2163","https://sh.xzl.anjuke.com/loupan/p38/","万科早城","/loupan/321982?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/321982","万科早城","闵行-浦江-浦江镇浦锦路2049弄","综合写字楼","甲级","暂无数据","6元/平米•月","分体空调","暂无","暂无","暂无","300个","电信","暂无","上海万科物业管理有限公司","ATM、会议室","暂无","ATM、会议室","6层","2013年12月","98148m²","暂无","暂无","暂无","暂无","上海加来房地产开发有限公司","暂无","否","否","暂无","玻璃幕墙","1.79元/m²•天"
"1529419840-2428","https://sh.xzl.anjuke.com/loupan/p29/","宝鼎大厦","/loupan/10811?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10811","宝鼎大厦","黄浦-打浦桥-徐家汇路550号","写字楼","甲级","宝鼎大厦位于徐家汇路550号、打浦路路口。总建筑面积37050平方米，单位面积170-1277平方米。　　宝鼎大厦地理位置优越、交通便利，紧邻地铁4号、9号线，距离南北高架入口仅200M-500M，距离内环线入口仅500M-1000M。","12元/平米•月","半集中式中央空调","5部","1部","800元/月","30个","电信、联通、长城、铁通","250个","暂无","银行、ATM、餐饮、便利店、会议室","企业名称：北京联合保险经济有限公司上海分公司，所属行业：会计/金融/银行/保险、企业名称：中信建投证券有限公司，所属行业：会计/金融/银行/保险、企业名称：中天科技集团，所属行业：贸易/消费/制造/营运、企业名称：芒果网有限公司上海分公司，所属行业：计算机/互联网/通信/电子、企业名称：新悦浪漫佳缘网，所属行业：计算机/互联网/通信/电子","银行、ATM、餐饮、便利店、会议室","29层","1998年1月","37050m²","1277m²","3.6米","250个","2.6米","北京致祥房地产开发有限公司","3米","是","是","172m²、466m²、610m²","玻璃幕墙","3.65元/m²•天"
"1529412555-1252","https://sh.xzl.anjuke.com/loupan/p68/","金象大厦","/loupan/11057?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11057","金象大厦","虹口-虹口足球场-华昌路9号","综合写字楼","甲级","24层的高层商住楼，全装修金象大厦是当今时尚一族所追求的高级小户型酒店式公寓。它位于中国上海市虹口区最繁华的四川北路版块。总建筑面积为地上14872.4平方米；地下599平方米。总高24层，共344套。单元建面从40—60平方米不等。户户通风良好，商住皆宜。是投资者的尚佳选择。四川北路以其不可替代的优势地位拉动着周边的房产项目开发，而周边房产项目的开发亦依托其特有的商业地位而逐步提高自身价值。","3元/平米•月","集中式中央空调、分体空调","2部","1部","400元/月","16个","电信、联通、长城、移动","30个","百特物业","银行、ATM、餐饮","企业名称：兴达集团，所属行业：会计/金融/银行/保险、企业名称：美泰国际贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：众海阀门制造有限公司，所属行业：贸易/消费/制造/营运、企业名称：维迪耐德翻译有限公司，所属行业：专业服务/教育/培训、企业名称：上海菁岚礼仪服务有限公司，所属行业：专业服务/教育/培训","银行、ATM、餐饮","24层","2005年6月","14936m²","690m²","2.7米","30个","2.6米","上海同建房地产开发经营有限公司","6米","是","是","30、40、45、50m²","面砖","暂无数据"
"1529408076-467","https://sh.xzl.anjuke.com/loupan/p94/","天骄大厦","/loupan/384157?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/384157","天骄大厦","浦东-金桥-金新路99号","写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529410860-988","https://sh.xzl.anjuke.com/loupan/p77/","浦江高科技广场","/loupan/381844?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/381844","浦江高科技广场","闵行-浦江-闵行-浦江-浦江高科技广场 8号线浦江镇地铁口附近或多面积出租无中介费","写字楼","甲级","暂无数据","9.3元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","1层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","2.03元/m²•天"
"1529406845-215","https://sh.xzl.anjuke.com/loupan/p103/","群英会","/loupan/17265?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/17265","群英会","黄浦-外滩-陆家浜路413号","写字楼","丙级","群英会位与陆家浜路南仓街，邻近中山南路，属于2010世博地块，整个小区由两幢26层高层组成，大楼1至3层群楼为商铺及3楼以上为居住楼，楼盘的外部环境还有待改善，周边的私房较多，属于高密度社区与旧式里弄并存的状态，所以小区整体的品质较为一般。但小区的地理位置相对还可，周边中小型的餐饮店及银行、大卖场、医院等配套还是比较完善的。","3元/平米•月","分体空调","3部","1部","1000元/月","230个","电信、联通、长城、铁通、有线通","260个","暂无","银行、ATM、餐饮、便利店、食堂、商务中心","企业名称：上海秋瑞机电科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海香屯贸易有限公司，所属行业：贸易/消费/制造/营运、企业名称：中联科技(天津)有限公司上海分公司，所属行业：贸易/消费/制造/营运、企业名称：上海康思顿经贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：侨源商务咨询有限公司，所属行业：专业服务/教育/培训","银行、ATM、餐饮、便利店、食堂、商务中心","33层","2001年6月","60000m²","1000m²","3.2米","260个","2.8米","上海金芝置业有限公司","10米","否","是","200m²","玻璃幕墙","暂无数据"
